,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
387,"(4,)",relu,two-point,permutate,0.1,4.0,279.6,609.0
387,"(4,)",relu,two-point,permutate,0.1,5.0,343.54,630.0
387,"(4,)",relu,two-point,permutate,0.1,6.0,365.96,695.0
387,"(4,)",relu,two-point,permutate,0.1,7.0,384.58,678.0
387,"(4,)",relu,two-point,permutate,0.1,8.0,383.9,656.0
387,"(4,)",relu,two-point,permutate,0.1,9.0,366.5,635.0
387,"(4,)",relu,two-point,permutate,0.1,10.0,315.22,656.0
388,"(4,)",relu,two-point,permutate,0.5,1.0,36.34,408.0
388,"(4,)",relu,two-point,permutate,0.5,2.0,389.46,9999.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,1.0,30.36,293.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,2.0,76.02,300.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,3.0,129.54,409.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,4.0,180.38,377.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,5.0,214.32,398.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,6.0,247.02,432.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,7.0,249.5,426.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,8.0,266.66,447.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,9.0,288.44,860.0
389,"(4,)",relu,two-point,permutate,lambda s: 5/s,10.0,491.7,9999.0
390,"(4,)",relu,two-point,normal,0.001,1.0,21.14,282.0
390,"(4,)",relu,two-point,normal,0.001,2.0,87.62,319.0
390,"(4,)",relu,two-point,normal,0.001,3.0,179.2,323.0
390,"(4,)",relu,two-point,normal,0.001,4.0,221.9,356.0
390,"(4,)",relu,two-point,normal,0.001,5.0,244.58,387.0
390,"(4,)",relu,two-point,normal,0.001,6.0,261.9,391.0
390,"(4,)",relu,two-point,normal,0.001,7.0,256.2,400.0
390,"(4,)",relu,two-point,normal,0.001,8.0,257.26,365.0
390,"(4,)",relu,two-point,normal,0.001,9.0,257.68,358.0
390,"(4,)",relu,two-point,normal,0.001,10.0,267.08,368.0
391,"(4,)",relu,two-point,normal,0.01,1.0,26.64,303.0
391,"(4,)",relu,two-point,normal,0.01,2.0,71.08,429.0
391,"(4,)",relu,two-point,normal,0.01,3.0,155.72,522.0
391,"(4,)",relu,two-point,normal,0.01,4.0,177.46,473.0
391,"(4,)",relu,two-point,normal,0.01,5.0,242.96,632.0
391,"(4,)",relu,two-point,normal,0.01,6.0,256.56,480.0
391,"(4,)",relu,two-point,normal,0.01,7.0,225.58,434.0
391,"(4,)",relu,two-point,normal,0.01,8.0,293.64,649.0
391,"(4,)",relu,two-point,normal,0.01,9.0,289.28,477.0
391,"(4,)",relu,two-point,normal,0.01,10.0,283.08,495.0
392,"(4,)",relu,two-point,normal,0.1,1.0,35.24,315.0
392,"(4,)",relu,two-point,normal,0.1,2.0,169.64,408.0
392,"(4,)",relu,two-point,normal,0.1,3.0,221.2,395.0
392,"(4,)",relu,two-point,normal,0.1,4.0,251.5,428.0
392,"(4,)",relu,two-point,normal,0.1,5.0,269.26,490.0
392,"(4,)",relu,two-point,normal,0.1,6.0,270.7,416.0
392,"(4,)",relu,two-point,normal,0.1,7.0,300.84,451.0
392,"(4,)",relu,two-point,normal,0.1,8.0,317.32,536.0
392,"(4,)",relu,two-point,normal,0.1,9.0,322.24,422.0
392,"(4,)",relu,two-point,normal,0.1,10.0,282.84,449.0
393,"(4,)",relu,two-point,normal,0.5,1.0,22.6,293.0
393,"(4,)",relu,two-point,normal,0.5,2.0,91.2,338.0
393,"(4,)",relu,two-point,normal,0.5,3.0,171.08,378.0
393,"(4,)",relu,two-point,normal,0.5,4.0,228.28,378.0
393,"(4,)",relu,two-point,normal,0.5,5.0,219.4,445.0
393,"(4,)",relu,two-point,normal,0.5,6.0,227.42,390.0
393,"(4,)",relu,two-point,normal,0.5,7.0,223.68,368.0
393,"(4,)",relu,two-point,normal,0.5,8.0,206.04,468.0
393,"(4,)",relu,two-point,normal,0.5,9.0,235.56,410.0
393,"(4,)",relu,two-point,normal,0.5,10.0,241.72,481.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,1.0,25.1,220.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,2.0,67.58,337.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,3.0,133.48,344.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,4.0,184.58,363.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,5.0,193.6,317.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,6.0,216.58,341.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,7.0,236.24,392.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,8.0,241.78,410.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,9.0,231.86,400.0
394,"(4,)",relu,two-point,normal,lambda s: 5/s,10.0,253.64,347.0
395,"(4,)",relu,two-point,uniform,0.001,1.0,63.88,510.0
395,"(4,)",relu,two-point,uniform,0.001,2.0,267.08,565.0
395,"(4,)",relu,two-point,uniform,0.001,3.0,320.86,636.0
395,"(4,)",relu,two-point,uniform,0.001,4.0,373.64,593.0
395,"(4,)",relu,two-point,uniform,0.001,5.0,376.1,587.0
395,"(4,)",relu,two-point,uniform,0.001,6.0,384.32,565.0
395,"(4,)",relu,two-point,uniform,0.001,7.0,385.82,539.0
395,"(4,)",relu,two-point,uniform,0.001,8.0,379.76,601.0
395,"(4,)",relu,two-point,uniform,0.001,9.0,404.46,561.0
395,"(4,)",relu,two-point,uniform,0.001,10.0,410.12,603.0
396,"(4,)",relu,two-point,uniform,0.01,1.0,24.96,445.0
396,"(4,)",relu,two-point,uniform,0.01,2.0,138.78,576.0
396,"(4,)",relu,two-point,uniform,0.01,3.0,303.36,656.0
396,"(4,)",relu,two-point,uniform,0.01,4.0,391.1,619.0
396,"(4,)",relu,two-point,uniform,0.01,5.0,402.26,571.0
396,"(4,)",relu,two-point,uniform,0.01,6.0,442.28,566.0
396,"(4,)",relu,two-point,uniform,0.01,7.0,427.34,612.0
396,"(4,)",relu,two-point,uniform,0.01,8.0,448.52,591.0
396,"(4,)",relu,two-point,uniform,0.01,9.0,453.52,592.0
396,"(4,)",relu,two-point,uniform,0.01,10.0,452.3,610.0
397,"(4,)",relu,two-point,uniform,0.1,1.0,22.7,212.0
397,"(4,)",relu,two-point,uniform,0.1,2.0,80.36,287.0
397,"(4,)",relu,two-point,uniform,0.1,3.0,153.64,367.0
397,"(4,)",relu,two-point,uniform,0.1,4.0,176.42,290.0
397,"(4,)",relu,two-point,uniform,0.1,5.0,205.28,370.0
397,"(4,)",relu,two-point,uniform,0.1,6.0,204.54,363.0
397,"(4,)",relu,two-point,uniform,0.1,7.0,206.02,408.0
397,"(4,)",relu,two-point,uniform,0.1,8.0,195.44,300.0
397,"(4,)",relu,two-point,uniform,0.1,9.0,207.92,289.0
397,"(4,)",relu,two-point,uniform,0.1,10.0,203.9,313.0
398,"(4,)",relu,two-point,uniform,0.5,1.0,49.92,503.0
398,"(4,)",relu,two-point,uniform,0.5,2.0,204.56,621.0
398,"(4,)",relu,two-point,uniform,0.5,3.0,268.64,550.0
398,"(4,)",relu,two-point,uniform,0.5,4.0,344.66,536.0
398,"(4,)",relu,two-point,uniform,0.5,5.0,344.72,527.0
398,"(4,)",relu,two-point,uniform,0.5,6.0,343.68,558.0
398,"(4,)",relu,two-point,uniform,0.5,7.0,357.94,612.0
398,"(4,)",relu,two-point,uniform,0.5,8.0,319.08,563.0
398,"(4,)",relu,two-point,uniform,0.5,9.0,346.32,540.0
398,"(4,)",relu,two-point,uniform,0.5,10.0,378.26,840.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,1.0,20.64,352.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,2.0,64.06,348.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,3.0,172.08,385.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,4.0,217.1,410.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,5.0,236.38,404.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,6.0,268.26,447.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,7.0,297.7,485.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,8.0,293.24,416.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,9.0,311.84,406.0
399,"(4,)",relu,two-point,uniform,lambda s: 5/s,10.0,290.2,397.0
400,"(4,)",relu,uniform,nullify,0.001,1.0,39.9,523.0
400,"(4,)",relu,uniform,nullify,0.001,2.0,230.6,654.0
400,"(4,)",relu,uniform,nullify,0.001,3.0,334.28,598.0
400,"(4,)",relu,uniform,nullify,0.001,4.0,393.22,608.0
400,"(4,)",relu,uniform,nullify,0.001,5.0,434.38,617.0
400,"(4,)",relu,uniform,nullify,0.001,6.0,443.3,645.0
400,"(4,)",relu,uniform,nullify,0.001,7.0,439.46,596.0
400,"(4,)",relu,uniform,nullify,0.001,8.0,417.62,570.0
400,"(4,)",relu,uniform,nullify,0.001,9.0,448.42,600.0
400,"(4,)",relu,uniform,nullify,0.001,10.0,423.76,609.0
401,"(4,)",relu,uniform,nullify,0.01,1.0,31.1,514.0
401,"(4,)",relu,uniform,nullify,0.01,2.0,180.8,593.0
401,"(4,)",relu,uniform,nullify,0.01,3.0,312.16,617.0
401,"(4,)",relu,uniform,nullify,0.01,4.0,361.4,638.0
401,"(4,)",relu,uniform,nullify,0.01,5.0,379.84,733.0
401,"(4,)",relu,uniform,nullify,0.01,6.0,440.22,671.0
401,"(4,)",relu,uniform,nullify,0.01,7.0,411.08,629.0
401,"(4,)",relu,uniform,nullify,0.01,8.0,427.36,617.0
401,"(4,)",relu,uniform,nullify,0.01,9.0,423.4,579.0
401,"(4,)",relu,uniform,nullify,0.01,10.0,450.96,669.0
402,"(4,)",relu,uniform,nullify,0.1,1.0,22.36,194.0
402,"(4,)",relu,uniform,nullify,0.1,2.0,89.62,267.0
402,"(4,)",relu,uniform,nullify,0.1,3.0,138.54,309.0
402,"(4,)",relu,uniform,nullify,0.1,4.0,115.94,276.0
402,"(4,)",relu,uniform,nullify,0.1,5.0,132.94,254.0
402,"(4,)",relu,uniform,nullify,0.1,6.0,114.08,304.0
402,"(4,)",relu,uniform,nullify,0.1,7.0,103.66,270.0
402,"(4,)",relu,uniform,nullify,0.1,8.0,111.8,306.0
402,"(4,)",relu,uniform,nullify,0.1,9.0,115.68,255.0
402,"(4,)",relu,uniform,nullify,0.1,10.0,127.16,292.0
403,"(4,)",relu,uniform,nullify,0.5,1.0,22.46,393.0
403,"(4,)",relu,uniform,nullify,0.5,2.0,22.54,335.0
403,"(4,)",relu,uniform,nullify,0.5,3.0,14.3,100.0
403,"(4,)",relu,uniform,nullify,0.5,4.0,11.92,144.0
403,"(4,)",relu,uniform,nullify,0.5,5.0,12.62,229.0
403,"(4,)",relu,uniform,nullify,0.5,6.0,16.6,218.0
403,"(4,)",relu,uniform,nullify,0.5,7.0,12.4,201.0
403,"(4,)",relu,uniform,nullify,0.5,8.0,14.58,176.0
403,"(4,)",relu,uniform,nullify,0.5,9.0,20.4,242.0
403,"(4,)",relu,uniform,nullify,0.5,10.0,38.24,257.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,1.0,54.04,571.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,2.0,161.26,517.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,3.0,246.54,623.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,4.0,316.96,632.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,5.0,370.82,638.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,6.0,430.24,645.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,7.0,408.34,662.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,8.0,461.74,629.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,9.0,419.96,620.0
404,"(4,)",relu,uniform,nullify,lambda s: 5/s,10.0,438.56,686.0
405,"(4,)",relu,uniform,permutate,0.001,1.0,27.34,458.0
405,"(4,)",relu,uniform,permutate,0.001,2.0,122.22,676.0
405,"(4,)",relu,uniform,permutate,0.001,3.0,330.0,688.0
405,"(4,)",relu,uniform,permutate,0.001,4.0,398.4,623.0
405,"(4,)",relu,uniform,permutate,0.001,5.0,451.74,656.0
405,"(4,)",relu,uniform,permutate,0.001,6.0,469.18,706.0
405,"(4,)",relu,uniform,permutate,0.001,7.0,446.3,630.0
405,"(4,)",relu,uniform,permutate,0.001,8.0,491.94,633.0
405,"(4,)",relu,uniform,permutate,0.001,9.0,483.36,646.0
405,"(4,)",relu,uniform,permutate,0.001,10.0,490.82,605.0
406,"(4,)",relu,uniform,permutate,0.01,1.0,26.56,433.0
406,"(4,)",relu,uniform,permutate,0.01,2.0,155.16,558.0
406,"(4,)",relu,uniform,permutate,0.01,3.0,346.74,513.0
406,"(4,)",relu,uniform,permutate,0.01,4.0,353.76,461.0
406,"(4,)",relu,uniform,permutate,0.01,5.0,380.22,541.0
406,"(4,)",relu,uniform,permutate,0.01,6.0,387.66,505.0
406,"(4,)",relu,uniform,permutate,0.01,7.0,385.38,532.0
406,"(4,)",relu,uniform,permutate,0.01,8.0,394.6,536.0
406,"(4,)",relu,uniform,permutate,0.01,9.0,399.46,501.0
406,"(4,)",relu,uniform,permutate,0.01,10.0,403.22,608.0
407,"(4,)",relu,uniform,permutate,0.1,1.0,31.18,375.0
407,"(4,)",relu,uniform,permutate,0.1,2.0,102.42,402.0
407,"(4,)",relu,uniform,permutate,0.1,3.0,185.42,465.0
407,"(4,)",relu,uniform,permutate,0.1,4.0,211.2,445.0
407,"(4,)",relu,uniform,permutate,0.1,5.0,245.48,442.0
407,"(4,)",relu,uniform,permutate,0.1,6.0,269.48,1073.0
408,"(4,)",relu,uniform,permutate,0.5,1.0,39.96,413.0
408,"(4,)",relu,uniform,permutate,0.5,2.0,73.96,427.0
408,"(4,)",relu,uniform,permutate,0.5,3.0,60.48,351.0
408,"(4,)",relu,uniform,permutate,0.5,4.0,57.04,344.0
408,"(4,)",relu,uniform,permutate,0.5,5.0,212.2,5865.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,1.0,51.8,461.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,2.0,194.44,516.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,3.0,313.68,500.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,4.0,366.0,515.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,5.0,365.18,520.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,6.0,371.66,514.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,7.0,358.08,492.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,8.0,391.44,551.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,9.0,382.0,518.0
409,"(4,)",relu,uniform,permutate,lambda s: 5/s,10.0,410.92,555.0
410,"(4,)",relu,uniform,normal,0.001,1.0,15.74,142.0
410,"(4,)",relu,uniform,normal,0.001,2.0,43.78,391.0
410,"(4,)",relu,uniform,normal,0.001,3.0,108.0,424.0
410,"(4,)",relu,uniform,normal,0.001,4.0,178.08,485.0
410,"(4,)",relu,uniform,normal,0.001,5.0,249.7,496.0
410,"(4,)",relu,uniform,normal,0.001,6.0,246.04,612.0
410,"(4,)",relu,uniform,normal,0.001,7.0,305.84,531.0
410,"(4,)",relu,uniform,normal,0.001,8.0,286.92,483.0
410,"(4,)",relu,uniform,normal,0.001,9.0,310.56,470.0
410,"(4,)",relu,uniform,normal,0.001,10.0,319.46,478.0
411,"(4,)",relu,uniform,normal,0.01,1.0,23.3,380.0
411,"(4,)",relu,uniform,normal,0.01,2.0,119.76,530.0
411,"(4,)",relu,uniform,normal,0.01,3.0,239.1,577.0
411,"(4,)",relu,uniform,normal,0.01,4.0,358.1,566.0
411,"(4,)",relu,uniform,normal,0.01,5.0,386.14,551.0
411,"(4,)",relu,uniform,normal,0.01,6.0,417.18,577.0
411,"(4,)",relu,uniform,normal,0.01,7.0,444.1,619.0
411,"(4,)",relu,uniform,normal,0.01,8.0,466.48,594.0
411,"(4,)",relu,uniform,normal,0.01,9.0,448.6,556.0
411,"(4,)",relu,uniform,normal,0.01,10.0,469.52,605.0
412,"(4,)",relu,uniform,normal,0.1,1.0,37.52,434.0
412,"(4,)",relu,uniform,normal,0.1,2.0,152.04,478.0
412,"(4,)",relu,uniform,normal,0.1,3.0,225.64,537.0
412,"(4,)",relu,uniform,normal,0.1,4.0,299.9,479.0
412,"(4,)",relu,uniform,normal,0.1,5.0,314.56,605.0
412,"(4,)",relu,uniform,normal,0.1,6.0,367.94,583.0
412,"(4,)",relu,uniform,normal,0.1,7.0,354.78,503.0
412,"(4,)",relu,uniform,normal,0.1,8.0,363.46,514.0
412,"(4,)",relu,uniform,normal,0.1,9.0,368.2,535.0
412,"(4,)",relu,uniform,normal,0.1,10.0,378.8,548.0
413,"(4,)",relu,uniform,normal,0.5,1.0,74.08,471.0
413,"(4,)",relu,uniform,normal,0.5,2.0,163.38,435.0
413,"(4,)",relu,uniform,normal,0.5,3.0,230.64,514.0
413,"(4,)",relu,uniform,normal,0.5,4.0,306.24,509.0
413,"(4,)",relu,uniform,normal,0.5,5.0,320.26,534.0
413,"(4,)",relu,uniform,normal,0.5,6.0,284.2,528.0
413,"(4,)",relu,uniform,normal,0.5,7.0,326.72,560.0
413,"(4,)",relu,uniform,normal,0.5,8.0,347.3,638.0
413,"(4,)",relu,uniform,normal,0.5,9.0,356.08,545.0
413,"(4,)",relu,uniform,normal,0.5,10.0,379.28,770.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,1.0,43.98,599.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,2.0,150.74,594.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,3.0,290.4,532.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,4.0,342.04,645.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,5.0,442.26,591.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,6.0,463.22,600.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,7.0,465.92,635.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,8.0,478.82,663.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,9.0,467.24,644.0
414,"(4,)",relu,uniform,normal,lambda s: 5/s,10.0,460.94,624.0
415,"(4,)",relu,uniform,uniform,0.001,1.0,15.54,164.0
415,"(4,)",relu,uniform,uniform,0.001,2.0,46.54,196.0
415,"(4,)",relu,uniform,uniform,0.001,3.0,75.8,175.0
415,"(4,)",relu,uniform,uniform,0.001,4.0,88.66,162.0
415,"(4,)",relu,uniform,uniform,0.001,5.0,91.38,177.0
415,"(4,)",relu,uniform,uniform,0.001,6.0,94.4,210.0
415,"(4,)",relu,uniform,uniform,0.001,7.0,101.12,233.0
415,"(4,)",relu,uniform,uniform,0.001,8.0,90.04,164.0
415,"(4,)",relu,uniform,uniform,0.001,9.0,92.54,181.0
415,"(4,)",relu,uniform,uniform,0.001,10.0,96.04,165.0
416,"(4,)",relu,uniform,uniform,0.01,1.0,43.22,363.0
416,"(4,)",relu,uniform,uniform,0.01,2.0,150.8,519.0
416,"(4,)",relu,uniform,uniform,0.01,3.0,228.8,406.0
416,"(4,)",relu,uniform,uniform,0.01,4.0,291.28,542.0
416,"(4,)",relu,uniform,uniform,0.01,5.0,346.62,546.0
416,"(4,)",relu,uniform,uniform,0.01,6.0,352.44,577.0
416,"(4,)",relu,uniform,uniform,0.01,7.0,366.7,551.0
416,"(4,)",relu,uniform,uniform,0.01,8.0,383.32,495.0
416,"(4,)",relu,uniform,uniform,0.01,9.0,400.42,601.0
416,"(4,)",relu,uniform,uniform,0.01,10.0,377.38,524.0
417,"(4,)",relu,uniform,uniform,0.1,1.0,43.86,522.0
417,"(4,)",relu,uniform,uniform,0.1,2.0,183.44,533.0
417,"(4,)",relu,uniform,uniform,0.1,3.0,271.72,510.0
417,"(4,)",relu,uniform,uniform,0.1,4.0,302.32,542.0
417,"(4,)",relu,uniform,uniform,0.1,5.0,337.46,544.0
417,"(4,)",relu,uniform,uniform,0.1,6.0,381.48,545.0
417,"(4,)",relu,uniform,uniform,0.1,7.0,387.24,546.0
417,"(4,)",relu,uniform,uniform,0.1,8.0,401.14,563.0
417,"(4,)",relu,uniform,uniform,0.1,9.0,406.34,567.0
417,"(4,)",relu,uniform,uniform,0.1,10.0,422.88,577.0
418,"(4,)",relu,uniform,uniform,0.5,1.0,13.06,244.0
418,"(4,)",relu,uniform,uniform,0.5,2.0,280.44,9999.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,1.0,51.58,510.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,2.0,161.34,537.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,3.0,253.36,533.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,4.0,304.58,493.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,5.0,326.6,499.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,6.0,363.06,488.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,7.0,367.56,558.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,8.0,368.94,577.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,9.0,356.44,526.0
419,"(4,)",relu,uniform,uniform,lambda s: 5/s,10.0,362.64,498.0
420,"(4,)",identity,one-point,nullify,0.001,1.0,76.14,505.0
420,"(4,)",identity,one-point,nullify,0.001,2.0,208.62,608.0
420,"(4,)",identity,one-point,nullify,0.001,3.0,329.74,621.0
420,"(4,)",identity,one-point,nullify,0.001,4.0,346.7,628.0
420,"(4,)",identity,one-point,nullify,0.001,5.0,377.4,576.0
420,"(4,)",identity,one-point,nullify,0.001,6.0,393.0,631.0
420,"(4,)",identity,one-point,nullify,0.001,7.0,414.1,586.0
420,"(4,)",identity,one-point,nullify,0.001,8.0,418.22,637.0
420,"(4,)",identity,one-point,nullify,0.001,9.0,433.84,604.0
420,"(4,)",identity,one-point,nullify,0.001,10.0,433.72,627.0
421,"(4,)",identity,one-point,nullify,0.01,1.0,44.44,292.0
421,"(4,)",identity,one-point,nullify,0.01,2.0,131.54,488.0
421,"(4,)",identity,one-point,nullify,0.01,3.0,203.26,575.0
421,"(4,)",identity,one-point,nullify,0.01,4.0,227.82,489.0
421,"(4,)",identity,one-point,nullify,0.01,5.0,268.3,560.0
421,"(4,)",identity,one-point,nullify,0.01,6.0,286.48,610.0
421,"(4,)",identity,one-point,nullify,0.01,7.0,282.96,434.0
421,"(4,)",identity,one-point,nullify,0.01,8.0,301.46,491.0
421,"(4,)",identity,one-point,nullify,0.01,9.0,325.32,543.0
421,"(4,)",identity,one-point,nullify,0.01,10.0,346.24,548.0
422,"(4,)",identity,one-point,nullify,0.1,1.0,73.74,497.0
422,"(4,)",identity,one-point,nullify,0.1,2.0,164.9,497.0
422,"(4,)",identity,one-point,nullify,0.1,3.0,221.6,554.0
422,"(4,)",identity,one-point,nullify,0.1,4.0,308.98,587.0
422,"(4,)",identity,one-point,nullify,0.1,5.0,276.14,574.0
422,"(4,)",identity,one-point,nullify,0.1,6.0,310.82,665.0
422,"(4,)",identity,one-point,nullify,0.1,7.0,271.42,588.0
422,"(4,)",identity,one-point,nullify,0.1,8.0,284.54,615.0
422,"(4,)",identity,one-point,nullify,0.1,9.0,284.12,547.0
422,"(4,)",identity,one-point,nullify,0.1,10.0,271.28,616.0
423,"(4,)",identity,one-point,nullify,0.5,1.0,64.5,404.0
423,"(4,)",identity,one-point,nullify,0.5,2.0,75.12,382.0
423,"(4,)",identity,one-point,nullify,0.5,3.0,89.44,422.0
423,"(4,)",identity,one-point,nullify,0.5,4.0,48.28,318.0
423,"(4,)",identity,one-point,nullify,0.5,5.0,47.88,265.0
423,"(4,)",identity,one-point,nullify,0.5,6.0,31.46,233.0
423,"(4,)",identity,one-point,nullify,0.5,7.0,20.48,251.0
423,"(4,)",identity,one-point,nullify,0.5,8.0,31.32,265.0
423,"(4,)",identity,one-point,nullify,0.5,9.0,34.9,255.0
423,"(4,)",identity,one-point,nullify,0.5,10.0,47.7,255.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,1.0,46.54,310.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,2.0,122.9,394.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,3.0,158.06,500.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,4.0,279.68,479.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,5.0,271.02,598.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,6.0,313.4,548.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,7.0,309.22,610.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,8.0,330.78,568.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,9.0,341.04,519.0
424,"(4,)",identity,one-point,nullify,lambda s: 5/s,10.0,357.0,610.0
425,"(4,)",identity,one-point,permutate,0.001,1.0,73.4,493.0
425,"(4,)",identity,one-point,permutate,0.001,2.0,223.54,549.0
425,"(4,)",identity,one-point,permutate,0.001,3.0,343.02,557.0
425,"(4,)",identity,one-point,permutate,0.001,4.0,386.38,653.0
425,"(4,)",identity,one-point,permutate,0.001,5.0,355.24,540.0
425,"(4,)",identity,one-point,permutate,0.001,6.0,383.26,669.0
425,"(4,)",identity,one-point,permutate,0.001,7.0,378.44,550.0
425,"(4,)",identity,one-point,permutate,0.001,8.0,358.92,503.0
425,"(4,)",identity,one-point,permutate,0.001,9.0,371.58,527.0
425,"(4,)",identity,one-point,permutate,0.001,10.0,351.54,558.0
426,"(4,)",identity,one-point,permutate,0.01,1.0,74.32,508.0
426,"(4,)",identity,one-point,permutate,0.01,2.0,198.88,563.0
426,"(4,)",identity,one-point,permutate,0.01,3.0,294.24,640.0
426,"(4,)",identity,one-point,permutate,0.01,4.0,285.58,583.0
426,"(4,)",identity,one-point,permutate,0.01,5.0,336.0,560.0
426,"(4,)",identity,one-point,permutate,0.01,6.0,363.18,577.0
426,"(4,)",identity,one-point,permutate,0.01,7.0,341.26,579.0
426,"(4,)",identity,one-point,permutate,0.01,8.0,324.62,574.0
426,"(4,)",identity,one-point,permutate,0.01,9.0,307.12,586.0
426,"(4,)",identity,one-point,permutate,0.01,10.0,330.18,639.0
427,"(4,)",identity,one-point,permutate,0.1,1.0,56.8,545.0
427,"(4,)",identity,one-point,permutate,0.1,2.0,132.42,557.0
427,"(4,)",identity,one-point,permutate,0.1,3.0,192.44,1054.0
428,"(4,)",identity,one-point,permutate,0.5,1.0,64.92,526.0
428,"(4,)",identity,one-point,permutate,0.5,2.0,83.58,2115.0
429,"(4,)",identity,one-point,permutate,lambda s: 5/s,1.0,58.96,546.0
429,"(4,)",identity,one-point,permutate,lambda s: 5/s,2.0,170.96,540.0
429,"(4,)",identity,one-point,permutate,lambda s: 5/s,3.0,231.86,527.0
429,"(4,)",identity,one-point,permutate,lambda s: 5/s,4.0,307.22,597.0
429,"(4,)",identity,one-point,permutate,lambda s: 5/s,5.0,481.64,6368.0
430,"(4,)",identity,one-point,normal,0.001,1.0,47.66,427.0
430,"(4,)",identity,one-point,normal,0.001,2.0,145.5,613.0
430,"(4,)",identity,one-point,normal,0.001,3.0,287.28,588.0
430,"(4,)",identity,one-point,normal,0.001,4.0,361.34,528.0
430,"(4,)",identity,one-point,normal,0.001,5.0,341.32,578.0
