,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
430,"(4,)",identity,one-point,normal,0.001,6.0,368.36,612.0
430,"(4,)",identity,one-point,normal,0.001,7.0,403.4,611.0
430,"(4,)",identity,one-point,normal,0.001,8.0,422.02,580.0
430,"(4,)",identity,one-point,normal,0.001,9.0,404.54,618.0
430,"(4,)",identity,one-point,normal,0.001,10.0,420.56,590.0
431,"(4,)",identity,one-point,normal,0.01,1.0,59.58,410.0
431,"(4,)",identity,one-point,normal,0.01,2.0,148.34,616.0
431,"(4,)",identity,one-point,normal,0.01,3.0,244.3,515.0
431,"(4,)",identity,one-point,normal,0.01,4.0,316.3,572.0
431,"(4,)",identity,one-point,normal,0.01,5.0,340.98,615.0
431,"(4,)",identity,one-point,normal,0.01,6.0,367.02,538.0
431,"(4,)",identity,one-point,normal,0.01,7.0,397.48,598.0
431,"(4,)",identity,one-point,normal,0.01,8.0,387.44,594.0
431,"(4,)",identity,one-point,normal,0.01,9.0,398.66,557.0
431,"(4,)",identity,one-point,normal,0.01,10.0,406.24,599.0
432,"(4,)",identity,one-point,normal,0.1,1.0,60.44,433.0
432,"(4,)",identity,one-point,normal,0.1,2.0,185.04,618.0
432,"(4,)",identity,one-point,normal,0.1,3.0,311.42,525.0
432,"(4,)",identity,one-point,normal,0.1,4.0,352.06,622.0
432,"(4,)",identity,one-point,normal,0.1,5.0,359.14,571.0
432,"(4,)",identity,one-point,normal,0.1,6.0,360.02,592.0
432,"(4,)",identity,one-point,normal,0.1,7.0,366.48,614.0
432,"(4,)",identity,one-point,normal,0.1,8.0,385.16,555.0
432,"(4,)",identity,one-point,normal,0.1,9.0,416.44,613.0
432,"(4,)",identity,one-point,normal,0.1,10.0,404.88,602.0
433,"(4,)",identity,one-point,normal,0.5,1.0,76.32,518.0
433,"(4,)",identity,one-point,normal,0.5,2.0,165.54,511.0
433,"(4,)",identity,one-point,normal,0.5,3.0,260.84,521.0
433,"(4,)",identity,one-point,normal,0.5,4.0,275.18,538.0
433,"(4,)",identity,one-point,normal,0.5,5.0,323.2,539.0
433,"(4,)",identity,one-point,normal,0.5,6.0,301.96,610.0
433,"(4,)",identity,one-point,normal,0.5,7.0,293.32,531.0
433,"(4,)",identity,one-point,normal,0.5,8.0,316.82,574.0
433,"(4,)",identity,one-point,normal,0.5,9.0,332.0,609.0
433,"(4,)",identity,one-point,normal,0.5,10.0,338.96,589.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,1.0,65.1,508.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,2.0,105.96,499.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,3.0,218.32,557.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,4.0,269.94,550.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,5.0,319.98,553.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,6.0,248.56,505.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,7.0,322.74,631.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,8.0,367.68,697.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,9.0,365.64,628.0
434,"(4,)",identity,one-point,normal,lambda s: 5/s,10.0,339.32,580.0
435,"(4,)",identity,one-point,uniform,0.001,1.0,46.12,498.0
435,"(4,)",identity,one-point,uniform,0.001,2.0,94.3,506.0
435,"(4,)",identity,one-point,uniform,0.001,3.0,161.74,583.0
435,"(4,)",identity,one-point,uniform,0.001,4.0,300.52,672.0
435,"(4,)",identity,one-point,uniform,0.001,5.0,281.0,627.0
435,"(4,)",identity,one-point,uniform,0.001,6.0,362.44,594.0
435,"(4,)",identity,one-point,uniform,0.001,7.0,362.24,594.0
435,"(4,)",identity,one-point,uniform,0.001,8.0,412.72,586.0
435,"(4,)",identity,one-point,uniform,0.001,9.0,422.46,664.0
435,"(4,)",identity,one-point,uniform,0.001,10.0,453.16,672.0
436,"(4,)",identity,one-point,uniform,0.01,1.0,63.82,578.0
436,"(4,)",identity,one-point,uniform,0.01,2.0,227.74,581.0
436,"(4,)",identity,one-point,uniform,0.01,3.0,350.8,679.0
436,"(4,)",identity,one-point,uniform,0.01,4.0,357.7,592.0
436,"(4,)",identity,one-point,uniform,0.01,5.0,345.34,585.0
436,"(4,)",identity,one-point,uniform,0.01,6.0,343.46,565.0
436,"(4,)",identity,one-point,uniform,0.01,7.0,402.28,725.0
436,"(4,)",identity,one-point,uniform,0.01,8.0,409.22,571.0
436,"(4,)",identity,one-point,uniform,0.01,9.0,400.9,606.0
436,"(4,)",identity,one-point,uniform,0.01,10.0,377.14,620.0
437,"(4,)",identity,one-point,uniform,0.1,1.0,62.68,432.0
437,"(4,)",identity,one-point,uniform,0.1,2.0,172.12,579.0
437,"(4,)",identity,one-point,uniform,0.1,3.0,337.88,587.0
437,"(4,)",identity,one-point,uniform,0.1,4.0,358.92,605.0
437,"(4,)",identity,one-point,uniform,0.1,5.0,365.42,642.0
437,"(4,)",identity,one-point,uniform,0.1,6.0,371.58,650.0
437,"(4,)",identity,one-point,uniform,0.1,7.0,352.44,610.0
437,"(4,)",identity,one-point,uniform,0.1,8.0,363.58,617.0
437,"(4,)",identity,one-point,uniform,0.1,9.0,402.86,643.0
437,"(4,)",identity,one-point,uniform,0.1,10.0,367.8,625.0
438,"(4,)",identity,one-point,uniform,0.5,1.0,70.24,368.0
438,"(4,)",identity,one-point,uniform,0.5,2.0,126.62,470.0
438,"(4,)",identity,one-point,uniform,0.5,3.0,198.96,639.0
438,"(4,)",identity,one-point,uniform,0.5,4.0,251.9,480.0
438,"(4,)",identity,one-point,uniform,0.5,5.0,244.8,553.0
438,"(4,)",identity,one-point,uniform,0.5,6.0,305.3,613.0
438,"(4,)",identity,one-point,uniform,0.5,7.0,273.58,579.0
438,"(4,)",identity,one-point,uniform,0.5,8.0,278.04,647.0
438,"(4,)",identity,one-point,uniform,0.5,9.0,306.08,660.0
438,"(4,)",identity,one-point,uniform,0.5,10.0,277.1,594.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,1.0,78.36,472.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,2.0,251.46,625.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,3.0,331.48,646.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,4.0,350.14,617.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,5.0,386.68,609.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,6.0,420.02,581.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,7.0,428.42,673.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,8.0,420.8,638.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,9.0,431.56,602.0
439,"(4,)",identity,one-point,uniform,lambda s: 5/s,10.0,432.3,637.0
440,"(4,)",identity,two-point,nullify,0.001,1.0,62.7,496.0
440,"(4,)",identity,two-point,nullify,0.001,2.0,220.02,567.0
440,"(4,)",identity,two-point,nullify,0.001,3.0,343.06,594.0
440,"(4,)",identity,two-point,nullify,0.001,4.0,336.24,594.0
440,"(4,)",identity,two-point,nullify,0.001,5.0,396.58,569.0
440,"(4,)",identity,two-point,nullify,0.001,6.0,416.2,582.0
440,"(4,)",identity,two-point,nullify,0.001,7.0,393.36,603.0
440,"(4,)",identity,two-point,nullify,0.001,8.0,415.48,616.0
440,"(4,)",identity,two-point,nullify,0.001,9.0,419.2,562.0
440,"(4,)",identity,two-point,nullify,0.001,10.0,408.74,641.0
441,"(4,)",identity,two-point,nullify,0.01,1.0,71.1,361.0
441,"(4,)",identity,two-point,nullify,0.01,2.0,160.06,499.0
441,"(4,)",identity,two-point,nullify,0.01,3.0,234.66,513.0
441,"(4,)",identity,two-point,nullify,0.01,4.0,263.48,495.0
441,"(4,)",identity,two-point,nullify,0.01,5.0,301.38,593.0
441,"(4,)",identity,two-point,nullify,0.01,6.0,302.54,600.0
441,"(4,)",identity,two-point,nullify,0.01,7.0,322.66,538.0
441,"(4,)",identity,two-point,nullify,0.01,8.0,334.12,576.0
441,"(4,)",identity,two-point,nullify,0.01,9.0,299.68,619.0
441,"(4,)",identity,two-point,nullify,0.01,10.0,313.48,605.0
442,"(4,)",identity,two-point,nullify,0.1,1.0,64.4,542.0
442,"(4,)",identity,two-point,nullify,0.1,2.0,173.36,563.0
442,"(4,)",identity,two-point,nullify,0.1,3.0,284.94,594.0
442,"(4,)",identity,two-point,nullify,0.1,4.0,298.84,617.0
442,"(4,)",identity,two-point,nullify,0.1,5.0,331.0,608.0
442,"(4,)",identity,two-point,nullify,0.1,6.0,316.74,641.0
442,"(4,)",identity,two-point,nullify,0.1,7.0,330.74,636.0
442,"(4,)",identity,two-point,nullify,0.1,8.0,316.92,651.0
442,"(4,)",identity,two-point,nullify,0.1,9.0,295.22,633.0
442,"(4,)",identity,two-point,nullify,0.1,10.0,299.58,649.0
443,"(4,)",identity,two-point,nullify,0.5,1.0,50.76,492.0
443,"(4,)",identity,two-point,nullify,0.5,2.0,75.36,433.0
443,"(4,)",identity,two-point,nullify,0.5,3.0,55.9,433.0
443,"(4,)",identity,two-point,nullify,0.5,4.0,41.16,350.0
443,"(4,)",identity,two-point,nullify,0.5,5.0,33.24,266.0
443,"(4,)",identity,two-point,nullify,0.5,6.0,48.4,254.0
443,"(4,)",identity,two-point,nullify,0.5,7.0,38.2,265.0
443,"(4,)",identity,two-point,nullify,0.5,8.0,31.38,210.0
443,"(4,)",identity,two-point,nullify,0.5,9.0,21.6,237.0
443,"(4,)",identity,two-point,nullify,0.5,10.0,23.42,219.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,1.0,70.9,375.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,2.0,126.74,423.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,3.0,242.38,539.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,4.0,314.34,577.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,5.0,361.78,624.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,6.0,317.22,588.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,7.0,405.16,591.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,8.0,346.94,575.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,9.0,410.12,622.0
444,"(4,)",identity,two-point,nullify,lambda s: 5/s,10.0,398.88,651.0
445,"(4,)",identity,two-point,permutate,0.001,1.0,67.06,440.0
445,"(4,)",identity,two-point,permutate,0.001,2.0,165.08,499.0
445,"(4,)",identity,two-point,permutate,0.001,3.0,325.84,664.0
445,"(4,)",identity,two-point,permutate,0.001,4.0,344.54,631.0
445,"(4,)",identity,two-point,permutate,0.001,5.0,377.96,601.0
445,"(4,)",identity,two-point,permutate,0.001,6.0,388.44,565.0
445,"(4,)",identity,two-point,permutate,0.001,7.0,403.0,660.0
445,"(4,)",identity,two-point,permutate,0.001,8.0,404.4,637.0
445,"(4,)",identity,two-point,permutate,0.001,9.0,401.24,628.0
445,"(4,)",identity,two-point,permutate,0.001,10.0,411.22,592.0
446,"(4,)",identity,two-point,permutate,0.01,1.0,62.26,518.0
446,"(4,)",identity,two-point,permutate,0.01,2.0,213.32,596.0
446,"(4,)",identity,two-point,permutate,0.01,3.0,259.52,662.0
446,"(4,)",identity,two-point,permutate,0.01,4.0,281.14,652.0
446,"(4,)",identity,two-point,permutate,0.01,5.0,357.8,618.0
446,"(4,)",identity,two-point,permutate,0.01,6.0,369.42,644.0
446,"(4,)",identity,two-point,permutate,0.01,7.0,383.44,615.0
446,"(4,)",identity,two-point,permutate,0.01,8.0,389.04,565.0
446,"(4,)",identity,two-point,permutate,0.01,9.0,396.52,615.0
446,"(4,)",identity,two-point,permutate,0.01,10.0,401.72,639.0
447,"(4,)",identity,two-point,permutate,0.1,1.0,55.14,359.0
447,"(4,)",identity,two-point,permutate,0.1,2.0,169.94,516.0
447,"(4,)",identity,two-point,permutate,0.1,3.0,214.84,542.0
447,"(4,)",identity,two-point,permutate,0.1,4.0,473.96,9999.0
448,"(4,)",identity,two-point,permutate,0.5,1.0,78.66,529.0
448,"(4,)",identity,two-point,permutate,0.5,2.0,71.8,635.0
448,"(4,)",identity,two-point,permutate,0.5,3.0,228.4,5461.0
449,"(4,)",identity,two-point,permutate,lambda s: 5/s,1.0,41.28,256.0
449,"(4,)",identity,two-point,permutate,lambda s: 5/s,2.0,88.88,499.0
449,"(4,)",identity,two-point,permutate,lambda s: 5/s,3.0,130.94,541.0
449,"(4,)",identity,two-point,permutate,lambda s: 5/s,4.0,256.96,3751.0
450,"(4,)",identity,two-point,normal,0.001,1.0,63.86,459.0
450,"(4,)",identity,two-point,normal,0.001,2.0,206.64,566.0
450,"(4,)",identity,two-point,normal,0.001,3.0,290.94,578.0
450,"(4,)",identity,two-point,normal,0.001,4.0,335.68,630.0
450,"(4,)",identity,two-point,normal,0.001,5.0,363.06,563.0
450,"(4,)",identity,two-point,normal,0.001,6.0,350.86,576.0
450,"(4,)",identity,two-point,normal,0.001,7.0,367.42,644.0
450,"(4,)",identity,two-point,normal,0.001,8.0,354.7,570.0
450,"(4,)",identity,two-point,normal,0.001,9.0,412.04,643.0
450,"(4,)",identity,two-point,normal,0.001,10.0,415.2,591.0
451,"(4,)",identity,two-point,normal,0.01,1.0,59.02,477.0
451,"(4,)",identity,two-point,normal,0.01,2.0,147.9,556.0
451,"(4,)",identity,two-point,normal,0.01,3.0,262.34,525.0
451,"(4,)",identity,two-point,normal,0.01,4.0,288.78,627.0
451,"(4,)",identity,two-point,normal,0.01,5.0,358.32,577.0
451,"(4,)",identity,two-point,normal,0.01,6.0,347.48,549.0
451,"(4,)",identity,two-point,normal,0.01,7.0,357.0,616.0
451,"(4,)",identity,two-point,normal,0.01,8.0,381.62,566.0
451,"(4,)",identity,two-point,normal,0.01,9.0,402.74,579.0
451,"(4,)",identity,two-point,normal,0.01,10.0,386.9,576.0
452,"(4,)",identity,two-point,normal,0.1,1.0,49.04,478.0
452,"(4,)",identity,two-point,normal,0.1,2.0,172.02,607.0
452,"(4,)",identity,two-point,normal,0.1,3.0,359.92,623.0
452,"(4,)",identity,two-point,normal,0.1,4.0,325.34,574.0
452,"(4,)",identity,two-point,normal,0.1,5.0,374.48,570.0
452,"(4,)",identity,two-point,normal,0.1,6.0,431.5,612.0
452,"(4,)",identity,two-point,normal,0.1,7.0,447.58,665.0
452,"(4,)",identity,two-point,normal,0.1,8.0,454.02,656.0
452,"(4,)",identity,two-point,normal,0.1,9.0,463.08,626.0
452,"(4,)",identity,two-point,normal,0.1,10.0,478.62,695.0
453,"(4,)",identity,two-point,normal,0.5,1.0,74.46,535.0
453,"(4,)",identity,two-point,normal,0.5,2.0,190.22,552.0
453,"(4,)",identity,two-point,normal,0.5,3.0,279.08,550.0
453,"(4,)",identity,two-point,normal,0.5,4.0,364.08,569.0
453,"(4,)",identity,two-point,normal,0.5,5.0,376.8,565.0
453,"(4,)",identity,two-point,normal,0.5,6.0,386.7,541.0
453,"(4,)",identity,two-point,normal,0.5,7.0,425.26,618.0
453,"(4,)",identity,two-point,normal,0.5,8.0,407.84,587.0
453,"(4,)",identity,two-point,normal,0.5,9.0,416.94,618.0
453,"(4,)",identity,two-point,normal,0.5,10.0,417.58,609.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,1.0,66.92,541.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,2.0,199.8,620.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,3.0,255.86,555.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,4.0,285.54,609.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,5.0,311.34,608.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,6.0,341.84,588.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,7.0,348.76,541.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,8.0,365.76,608.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,9.0,382.92,578.0
454,"(4,)",identity,two-point,normal,lambda s: 5/s,10.0,362.52,619.0
455,"(4,)",identity,two-point,uniform,0.001,1.0,52.14,247.0
455,"(4,)",identity,two-point,uniform,0.001,2.0,129.24,464.0
455,"(4,)",identity,two-point,uniform,0.001,3.0,186.72,480.0
455,"(4,)",identity,two-point,uniform,0.001,4.0,229.4,552.0
455,"(4,)",identity,two-point,uniform,0.001,5.0,280.32,640.0
455,"(4,)",identity,two-point,uniform,0.001,6.0,310.74,571.0
455,"(4,)",identity,two-point,uniform,0.001,7.0,305.28,665.0
455,"(4,)",identity,two-point,uniform,0.001,8.0,355.08,643.0
455,"(4,)",identity,two-point,uniform,0.001,9.0,347.52,622.0
455,"(4,)",identity,two-point,uniform,0.001,10.0,402.84,605.0
456,"(4,)",identity,two-point,uniform,0.01,1.0,72.38,531.0
456,"(4,)",identity,two-point,uniform,0.01,2.0,194.02,615.0
456,"(4,)",identity,two-point,uniform,0.01,3.0,280.4,523.0
456,"(4,)",identity,two-point,uniform,0.01,4.0,292.1,501.0
456,"(4,)",identity,two-point,uniform,0.01,5.0,320.24,569.0
456,"(4,)",identity,two-point,uniform,0.01,6.0,322.0,549.0
456,"(4,)",identity,two-point,uniform,0.01,7.0,340.28,550.0
456,"(4,)",identity,two-point,uniform,0.01,8.0,352.28,589.0
456,"(4,)",identity,two-point,uniform,0.01,9.0,363.98,517.0
456,"(4,)",identity,two-point,uniform,0.01,10.0,416.96,594.0
457,"(4,)",identity,two-point,uniform,0.1,1.0,59.38,392.0
457,"(4,)",identity,two-point,uniform,0.1,2.0,218.12,508.0
457,"(4,)",identity,two-point,uniform,0.1,3.0,360.2,574.0
457,"(4,)",identity,two-point,uniform,0.1,4.0,325.28,645.0
457,"(4,)",identity,two-point,uniform,0.1,5.0,388.64,597.0
457,"(4,)",identity,two-point,uniform,0.1,6.0,406.7,564.0
457,"(4,)",identity,two-point,uniform,0.1,7.0,407.0,670.0
457,"(4,)",identity,two-point,uniform,0.1,8.0,389.36,565.0
457,"(4,)",identity,two-point,uniform,0.1,9.0,407.44,573.0
457,"(4,)",identity,two-point,uniform,0.1,10.0,388.08,591.0
458,"(4,)",identity,two-point,uniform,0.5,1.0,65.68,408.0
458,"(4,)",identity,two-point,uniform,0.5,2.0,183.48,439.0
458,"(4,)",identity,two-point,uniform,0.5,3.0,300.84,499.0
458,"(4,)",identity,two-point,uniform,0.5,4.0,318.58,563.0
458,"(4,)",identity,two-point,uniform,0.5,5.0,311.9,541.0
458,"(4,)",identity,two-point,uniform,0.5,6.0,330.38,538.0
458,"(4,)",identity,two-point,uniform,0.5,7.0,369.18,622.0
458,"(4,)",identity,two-point,uniform,0.5,8.0,344.12,490.0
458,"(4,)",identity,two-point,uniform,0.5,9.0,361.84,560.0
458,"(4,)",identity,two-point,uniform,0.5,10.0,358.98,602.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,1.0,58.68,508.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,2.0,145.34,574.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,3.0,292.06,582.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,4.0,331.46,631.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,5.0,386.52,572.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,6.0,404.9,689.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,7.0,408.68,593.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,8.0,414.54,625.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,9.0,423.58,570.0
459,"(4,)",identity,two-point,uniform,lambda s: 5/s,10.0,429.34,615.0
460,"(4,)",identity,uniform,nullify,0.001,1.0,80.94,466.0
460,"(4,)",identity,uniform,nullify,0.001,2.0,178.92,513.0
460,"(4,)",identity,uniform,nullify,0.001,3.0,277.04,561.0
460,"(4,)",identity,uniform,nullify,0.001,4.0,260.48,583.0
460,"(4,)",identity,uniform,nullify,0.001,5.0,269.78,524.0
460,"(4,)",identity,uniform,nullify,0.001,6.0,324.36,657.0
460,"(4,)",identity,uniform,nullify,0.001,7.0,343.86,584.0
460,"(4,)",identity,uniform,nullify,0.001,8.0,390.14,596.0
460,"(4,)",identity,uniform,nullify,0.001,9.0,389.2,603.0
460,"(4,)",identity,uniform,nullify,0.001,10.0,418.9,683.0
461,"(4,)",identity,uniform,nullify,0.01,1.0,53.4,610.0
461,"(4,)",identity,uniform,nullify,0.01,2.0,174.58,571.0
461,"(4,)",identity,uniform,nullify,0.01,3.0,315.02,669.0
461,"(4,)",identity,uniform,nullify,0.01,4.0,331.92,608.0
461,"(4,)",identity,uniform,nullify,0.01,5.0,317.62,608.0
461,"(4,)",identity,uniform,nullify,0.01,6.0,339.34,651.0
461,"(4,)",identity,uniform,nullify,0.01,7.0,425.8,635.0
461,"(4,)",identity,uniform,nullify,0.01,8.0,434.5,601.0
461,"(4,)",identity,uniform,nullify,0.01,9.0,456.08,612.0
461,"(4,)",identity,uniform,nullify,0.01,10.0,448.34,614.0
462,"(4,)",identity,uniform,nullify,0.1,1.0,56.12,454.0
462,"(4,)",identity,uniform,nullify,0.1,2.0,130.48,451.0
462,"(4,)",identity,uniform,nullify,0.1,3.0,190.94,563.0
462,"(4,)",identity,uniform,nullify,0.1,4.0,284.44,703.0
462,"(4,)",identity,uniform,nullify,0.1,5.0,352.12,562.0
462,"(4,)",identity,uniform,nullify,0.1,6.0,339.94,579.0
462,"(4,)",identity,uniform,nullify,0.1,7.0,334.12,612.0
462,"(4,)",identity,uniform,nullify,0.1,8.0,281.2,544.0
462,"(4,)",identity,uniform,nullify,0.1,9.0,295.92,661.0
462,"(4,)",identity,uniform,nullify,0.1,10.0,323.46,631.0
463,"(4,)",identity,uniform,nullify,0.5,1.0,68.16,548.0
463,"(4,)",identity,uniform,nullify,0.5,2.0,111.6,509.0
463,"(4,)",identity,uniform,nullify,0.5,3.0,106.04,668.0
463,"(4,)",identity,uniform,nullify,0.5,4.0,88.52,609.0
463,"(4,)",identity,uniform,nullify,0.5,5.0,55.32,538.0
463,"(4,)",identity,uniform,nullify,0.5,6.0,30.52,299.0
463,"(4,)",identity,uniform,nullify,0.5,7.0,49.88,248.0
463,"(4,)",identity,uniform,nullify,0.5,8.0,75.02,282.0
463,"(4,)",identity,uniform,nullify,0.5,9.0,27.24,208.0
463,"(4,)",identity,uniform,nullify,0.5,10.0,21.16,218.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,1.0,46.44,489.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,2.0,99.34,592.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,3.0,191.42,611.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,4.0,257.52,598.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,5.0,269.4,630.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,6.0,287.18,542.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,7.0,346.86,699.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,8.0,400.34,606.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,9.0,392.74,654.0
464,"(4,)",identity,uniform,nullify,lambda s: 5/s,10.0,390.72,606.0
465,"(4,)",identity,uniform,permutate,0.001,1.0,46.64,369.0
465,"(4,)",identity,uniform,permutate,0.001,2.0,134.86,558.0
465,"(4,)",identity,uniform,permutate,0.001,3.0,196.06,555.0
465,"(4,)",identity,uniform,permutate,0.001,4.0,256.46,505.0
465,"(4,)",identity,uniform,permutate,0.001,5.0,335.8,587.0
465,"(4,)",identity,uniform,permutate,0.001,6.0,317.38,493.0
465,"(4,)",identity,uniform,permutate,0.001,7.0,354.08,575.0
465,"(4,)",identity,uniform,permutate,0.001,8.0,325.84,558.0
465,"(4,)",identity,uniform,permutate,0.001,9.0,341.58,518.0
465,"(4,)",identity,uniform,permutate,0.001,10.0,379.92,553.0
466,"(4,)",identity,uniform,permutate,0.01,1.0,77.68,588.0
466,"(4,)",identity,uniform,permutate,0.01,2.0,241.92,566.0
466,"(4,)",identity,uniform,permutate,0.01,3.0,339.2,633.0
466,"(4,)",identity,uniform,permutate,0.01,4.0,408.18,580.0
466,"(4,)",identity,uniform,permutate,0.01,5.0,386.38,676.0
466,"(4,)",identity,uniform,permutate,0.01,6.0,380.02,649.0
466,"(4,)",identity,uniform,permutate,0.01,7.0,435.04,639.0
466,"(4,)",identity,uniform,permutate,0.01,8.0,414.76,607.0
466,"(4,)",identity,uniform,permutate,0.01,9.0,409.18,582.0
466,"(4,)",identity,uniform,permutate,0.01,10.0,436.14,672.0
467,"(4,)",identity,uniform,permutate,0.1,1.0,86.48,656.0
467,"(4,)",identity,uniform,permutate,0.1,2.0,380.3,9999.0
468,"(4,)",identity,uniform,permutate,0.5,1.0,74.76,463.0
468,"(4,)",identity,uniform,permutate,0.5,2.0,519.52,9999.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,1.0,41.12,359.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,2.0,102.54,492.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,3.0,226.22,487.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,4.0,269.52,551.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,5.0,267.26,569.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,6.0,293.76,571.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,7.0,321.26,648.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,8.0,295.1,560.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,9.0,320.62,576.0
469,"(4,)",identity,uniform,permutate,lambda s: 5/s,10.0,348.16,594.0
470,"(4,)",identity,uniform,normal,0.001,1.0,48.96,357.0
470,"(4,)",identity,uniform,normal,0.001,2.0,135.62,565.0
470,"(4,)",identity,uniform,normal,0.001,3.0,223.68,526.0
470,"(4,)",identity,uniform,normal,0.001,4.0,225.1,569.0
470,"(4,)",identity,uniform,normal,0.001,5.0,237.14,486.0
470,"(4,)",identity,uniform,normal,0.001,6.0,292.4,610.0
470,"(4,)",identity,uniform,normal,0.001,7.0,327.86,576.0
470,"(4,)",identity,uniform,normal,0.001,8.0,353.24,527.0
470,"(4,)",identity,uniform,normal,0.001,9.0,381.42,558.0
470,"(4,)",identity,uniform,normal,0.001,10.0,382.54,576.0
471,"(4,)",identity,uniform,normal,0.01,1.0,68.92,457.0
471,"(4,)",identity,uniform,normal,0.01,2.0,173.5,529.0
471,"(4,)",identity,uniform,normal,0.01,3.0,211.2,494.0
